instance,scenario,progress,scenario_seed,method,algorithm_seed_count,algorithm_seed_min,algorithm_seed_max,greedy_baseline_cost,route_cost_mean,route_cost_sample_sd,route_cost_median,route_cost_min,route_cost_max,route_cost_cv,online_time_ms_mean,online_time_ms_sample_sd,online_time_ms_median,online_time_ms_min,online_time_ms_max,online_time_ms_cv,paired_relative_reduction_percent
M-C,robot_failure,0.5,1,global_replan,10,1000,1009,158.149050315785,158.7441574973788,4.943209342254419,157.926095880476,153.307962652495,166.084691229442,0.03113947259656496,1064.65095,10.620773758509515,1063.89175,1053.7813,1090.3776,0.009975827061920637,-0.3762951344984584
M-C,robot_failure,0.5,2,dynamic_ails,10,1000,1009,157.486119940296,153.3841551573387,0.6510491295332211,153.307962652495,152.476378046871,154.205712523604,0.0042445657366980746,1028.90813,12.500132714588819,1026.797,1010.605,1047.4693,0.012148929870530636,2.6046516254971315
M-C,robot_failure,0.5,2,global_replan,10,1000,1009,157.486119940296,152.07734934949832,0.6481118967932753,152.00800489325798,151.201276415075,153.106441090872,0.004261725362557507,1066.3596400000001,9.26312283882229,1067.7415,1053.7226,1080.4847,0.008686678013078486,3.434442726030823
M-C,robot_failure,0.75,0,dynamic_ails,10,1000,1009,182.313752098658,177.903021735936,0.0,177.903021735936,177.903021735936,177.903021735936,0.0,1008.4649499999999,3.2516478671077875,1009.0782999999999,1004.561,1012.9158,0.0032243538727922947,2.419307546440691
M-C,robot_failure,0.75,0,global_replan,10,1000,1009,182.313752098658,177.903021735936,0.0,177.903021735936,177.903021735936,177.903021735936,0.0,1018.0762199999999,2.3262126810189434,1017.71405,1014.8864,1022.465,0.0022849101426010553,2.419307546440691
M-C,robot_failure,0.75,1,dynamic_ails,10,1000,1009,165.517998985299,163.930632018718,0.5068981776934307,163.690189101223,163.690189101223,164.892403688698,0.0030921504507806195,1009.10142,2.483528833825852,1008.2146,1006.1983,1013.3747,0.0024611290645353092,0.9590298193019927
M-C,robot_failure,0.75,1,global_replan,10,1000,1009,165.517998985299,163.81041055997053,0.38017363327007303,163.690189101223,163.690189101223,164.892403688698,0.002320814849132513,1020.84221,3.3104450877151974,1019.4659,1017.3816,1025.3852,0.0032428567855900055,1.0316632848371479
M-C,robot_failure,0.75,2,dynamic_ails,10,1000,1009,162.490899162481,161.80159987785152,0.3409548685168476,161.7911623534555,161.389126772785,162.322953406642,0.0021072404029023432,1009.5211300000001,3.2809266594295465,1008.71825,1005.2975,1016.3574,0.00324998314738548,0.4242079329872139
M-C,robot_failure,0.75,2,global_replan,10,1000,1009,162.490899162481,161.62233726209098,0.2958233420682801,161.522829392569,161.389126772785,162.322953406642,0.0018303369885597266,1022.1130300000001,3.7761287707710025,1020.8035500000001,1017.9076,1027.758,0.003694433648665062,0.5345295674199729
M-C,service_location_invalidation,0.25,0,dynamic_ails,10,1000,1009,121.01549691741,121.01549691740999,0.0,121.01549691741,121.01549691741,121.01549691741,0.0,1041.9275599999999,29.8516822863823,1031.9278,1012.3044,1095.2323,0.028650439274667334,1.174300405914174e-14
M-C,service_location_invalidation,0.25,0,global_replan,10,1000,1009,121.01549691741,139.71707655748008,5.001929786874685,140.5556012852595,130.486037933703,148.261142502043,0.035800418317634024,1128.25916,24.802212419334246,1125.7129,1101.8937,1181.1882,0.021982726397128692,-15.453871707714782
M-C,service_location_invalidation,0.25,1,dynamic_ails,10,1000,1009,120.091880515,120.0903903311596,0.0047123750680409995,120.091880515,120.076978676596,120.091880515,3.924023441880919e-05,1046.21436,31.923297766267485,1037.05475,1007.7071,1098.6971,0.03051315197610888,0.0012408697690571692
M-C,service_location_invalidation,0.25,1,global_replan,10,1000,1009,120.091880515,136.35689750654402,11.340120816374275,141.066595208945,120.098649735972,147.031190604264,0.08316499585824064,1129.0899299999999,19.496205894483946,1129.0576,1103.3699,1174.4478,0.017267186055307346,-13.543810723750342
M-C,service_location_invalidation,0.25,2,dynamic_ails,10,1000,1009,120.091880515,120.091880515,0.0,120.091880515,120.091880515,120.091880515,0.0,1044.2633,23.005153372282102,1039.4182999999998,1011.687,1079.9381,0.02203003147987878,0.0
M-C,service_location_invalidation,0.25,2,global_replan,10,1000,1009,120.091880515,134.47597612554438,4.133129459288268,134.854666255658,126.293260019512,139.27976265357,0.030735076839521522,1142.05556,33.04226489759242,1131.8744,1102.4323,1202.5408,0.028932274448707572,-11.977575460439011
M-C,service_location_invalidation,0.5,0,dynamic_ails,10,1000,1009,121.01549691741,121.01549691740999,0.0,121.01549691741,121.01549691741,121.01549691741,0.0,1024.10846,11.7992431512647,1022.5973,1007.4881,1044.103,0.011521478058353995,1.174300405914174e-14
M-C,service_location_invalidation,0.5,0,global_replan,10,1000,1009,121.01549691741,123.47530446974511,3.9224299873826993,121.01549691741,121.01549691741,131.4373613401,0.031766918933524915,1062.40969,11.808688682910057,1060.57755,1049.7228,1081.0137,0.011115004686101892,-2.0326384760572136
M-C,service_location_invalidation,0.5,1,dynamic_ails,10,1000,1009,120.091880515,120.091880515,0.0,120.091880515,120.091880515,120.091880515,0.0,1024.82085,10.014136608509425,1027.5098,1008.8565,1042.7701,0.009771597258691042,0.0
M-C,service_location_invalidation,0.5,1,global_replan,10,1000,1009,120.091880515,120.0859197796384,0.007695276262209074,120.091880515,120.076978676596,120.091880515,6.4081420006027e-05,1058.21002,8.925259104586289,1055.4292,1046.6073,1073.4049,0.008434298424604114,0.004963479076216844
M-C,service_location_invalidation,0.5,2,dynamic_ails,10,1000,1009,120.091880515,120.091880515,0.0,120.091880515,120.091880515,120.091880515,0.0,1018.99059,10.453813623261562,1018.5592,1007.1501,1032.9564,0.010258989362464634,0.0
M-C,service_location_invalidation,0.5,2,global_replan,10,1000,1009,120.091880515,120.2630299556773,0.28593400026773075,120.091880515,120.076978676596,120.677280488995,0.0023775718969754143,1069.64996,10.880474443413691,1069.6194,1052.359,1084.5186,0.010171995372592443,-0.14251541398414508
M-C,service_location_invalidation,0.75,0,dynamic_ails,10,1000,1009,121.01549691741,121.01549691740999,0.0,121.01549691741,121.01549691741,121.01549691741,0.0,1008.64479,2.269380660713893,1008.4146499999999,1004.6527,1012.4416,0.0022499304841636994,1.174300405914174e-14
M-C,service_location_invalidation,0.75,0,global_replan,10,1000,1009,121.01549691741,121.01549691740999,0.0,121.01549691741,121.01549691741,121.01549691741,0.0,1022.16859,2.945816581545955,1021.62885,1017.8072,1026.5399,0.0028819282947698042,1.174300405914174e-14
M-C,service_location_invalidation,0.75,1,dynamic_ails,10,1000,1009,120.091880515,120.0859197796384,0.007695276262209074,120.091880515,120.076978676596,120.091880515,6.4081420006027e-05,1008.00424,1.7005666743111665,1008.1626,1005.6135,1010.4498,0.0016870630170277524,0.004963479076216844
M-C,service_location_invalidation,0.75,1,global_replan,10,1000,1009,120.091880515,120.0859197796384,0.007695276262209074,120.091880515,120.076978676596,120.091880515,6.4081420006027e-05,1019.6081099999999,2.7330029119186072,1018.3404499999999,1017.3677,1025.7771,0.0026804444620576896,0.004963479076216844
M-C,service_location_invalidation,0.75,2,dynamic_ails,10,1000,1009,120.091880515,120.091880515,0.0,120.091880515,120.091880515,120.091880515,0.0,1009.39972,3.442748013433436,1008.7333,1005.0666,1015.8743,0.0034106884965585645,0.0
M-C,service_location_invalidation,0.75,2,global_replan,10,1000,1009,120.091880515,120.091880515,0.0,120.091880515,120.091880515,120.091880515,0.0,1022.0998299999999,2.896579050094169,1022.2432,1018.0142,1025.7402,0.00283394925336615,0.0
M-U,new_task_arrival,0.5,0,dynamic_ails,10,1000,1009,153.776750787263,152.2437968652212,0.31142914530641197,152.269929881084,151.667718359288,152.607736300964,0.0020455949714792963,1026.44575,14.983832746904984,1019.84265,1012.4499,1055.1215,0.014597783416127918,0.9968697570951471
M-U,new_task_arrival,0.5,0,global_replan,10,1000,1009,153.776750787263,155.3221788757354,2.844161210605842,153.5383507687855,152.608878606511,160.697693732172,0.018311365647795196,1089.02253,14.1653864713369,1088.0683,1071.759,1112.5041,0.013007431968681952,-1.0049816246997956
M-U,new_task_arrival,0.5,1,dynamic_ails,10,1000,1009,148.416717881298,141.7477267924801,1.5007942986819933,141.48897793972,139.787473099493,145.624124632024,0.010587783893558795,1025.55964,16.10996749760153,1020.8915999999999,1011.5519,1056.6301,0.01570846479255125,4.4934231022085305
M-U,new_task_arrival,0.5,1,global_replan,10,1000,1009,148.416717881298,145.5228656531616,4.586191382211856,143.25017561459651,140.758066377651,152.940729650158,0.03151526299064616,1101.66955,17.695209274970438,1107.34545,1072.6871,1127.6741,0.016062175154945905,1.9498155392783176
M-U,new_task_arrival,0.5,2,dynamic_ails,10,1000,1009,172.321341284584,163.4335633438908,4.469792284864339,163.7254941574795,154.413039745752,168.52378696788,0.027349292234785147,1033.68471,18.629125643789905,1025.1123499999999,1012.4376,1062.9315,0.018022057851460244,5.15767685792051
M-U,new_task_arrival,0.5,2,global_replan,10,1000,1009,172.321341284584,167.805819508654,7.52744660776137,168.8606122917335,153.811059716879,178.029085118842,0.04485807840158469,1109.82914,21.736244448907627,1104.85365,1087.2802,1147.4174,0.019585216918081304,2.6204077465209314
M-U,robot_failure,0.5,0,dynamic_ails,10,1000,1009,190.049873226905,180.9408255652292,3.0265256043118804,181.990233923288,175.980208379065,183.813011341088,0.0167266043738748,1019.96365,13.405609994347705,1014.24915,1009.0702,1052.5203,0.013143223284817752,4.792977499543124
M-U,robot_failure,0.5,0,global_replan,10,1000,1009,190.049873226905,184.059083079363,3.7593081356572,183.813011341088,176.295685543556,190.417745090194,0.020424464105562524,1065.42066,9.054898621581097,1065.5448000000001,1050.1298,1077.9596,0.008498895282902715,3.15222001773684
M-U,robot_failure,0.5,1,dynamic_ails,10,1000,1009,194.903447624655,168.2755764529877,4.3988509980779105,168.27359479672901,164.393613141211,178.338329541393,0.026140757267331942,1019.26896,8.719904988804478,1015.4775500000001,1010.5055,1038.7169,0.00855505791994733,13.662083198726807
M-U,robot_failure,0.5,1,global_replan,10,1000,1009,194.903447624655,166.42701753580258,1.826954720202635,166.359456571483,164.520214677985,168.592745777864,0.010977512829667887,1063.67715,9.855776738007215,1064.4533999999999,1048.9973,1075.2117,0.009265759575644936,14.610531745796681
M-U,robot_failure,0.5,2,dynamic_ails,10,1000,1009,168.599992405559,155.9075706291629,3.0576438481022197,155.50938487343052,152.736007859894,161.765974081163,0.0196119010498537,1023.75424,15.997431524480563,1019.0588,1009.3072,1060.5291,0.01562624202121064,7.528127134113442
M-U,robot_failure,0.5,2,global_replan,10,1000,1009,168.599992405559,155.5180437994841,3.4108583976909346,155.382853320752,151.032999465625,161.100314012895,0.021932235735222443,1100.49733,19.936473901428354,1096.35545,1070.938,1139.0385,0.01811587666589646,7.759163223807807
M-U,service_location_invalidation,0.5,0,dynamic_ails,10,1000,1009,133.660608912721,133.36394956768157,0.015762035208096048,133.356472977909,133.356472977909,133.393855926772,0.00011818812549561522,1024.93254,11.051759127768875,1021.8622,1014.4791,1047.7462,0.010782913700611822,0.22194971835952898
M-U,service_location_invalidation,0.5,0,global_replan,10,1000,1009,133.660608912721,135.20704583130072,3.547137580835831,133.517214533224,133.393855926772,142.385089460564,0.026234857503370297,1072.4090899999999,11.382803832824072,1068.36965,1059.2436,1091.8292,0.010614236618251784,-1.1569877850770058
M-U,service_location_invalidation,0.5,1,dynamic_ails,10,1000,1009,123.927268633182,123.464288896039,0.0,123.464288896039,123.464288896039,123.464288896039,0.0,1026.4283,17.251471406230838,1018.1016500000001,1011.7205,1059.7379,0.01680728347633326,0.3735898823957756
M-U,service_location_invalidation,0.5,1,global_replan,10,1000,1009,123.927268633182,125.4302316316249,4.200720120541697,123.59114199154999,122.437140362988,134.216946129872,0.033490491613527115,1077.89826,18.03043932873271,1075.15965,1059.1863,1111.106,0.01672740368718353,-1.2127782811800685
M-U,service_location_invalidation,0.5,2,dynamic_ails,10,1000,1009,123.027845608131,122.72040141430242,0.14841424136115544,122.631841860413,122.631841860413,123.027845608131,0.0012093689366294604,1035.86316,15.940336075587178,1034.17725,1008.5284,1066.0891,0.015388457366885386,0.24989805544336705
M-U,service_location_invalidation,0.5,2,global_replan,10,1000,1009,123.027845608131,128.8348696307016,6.425784187371544,129.5615510461665,122.631841860413,141.610618438671,0.04987612597265568,1101.28783,15.229656960829992,1099.212,1082.4812,1125.1229,0.013828952382802588,-4.720089174825647
S-C,new_task_arrival,0.5,0,dynamic_ails,10,1000,1009,207.450077416841,207.450077416841,0.0,207.450077416841,207.450077416841,207.450077416841,0.0,1003.0145200000001,0.7866990894448399,1002.753,1002.401,1004.9665,0.0007843346968145983,0.0
S-C,new_task_arrival,0.5,0,global_replan,10,1000,1009,207.450077416841,207.450077416841,0.0,207.450077416841,207.450077416841,207.450077416841,0.0,1007.1066800000001,1.7287626202961874,1006.4642,1005.6093,1011.519,0.0017165635524294082,0.0
S-C,new_task_arrival,0.5,1,dynamic_ails,10,1000,1009,171.666637166281,171.666637166281,0.0,171.666637166281,171.666637166281,171.666637166281,0.0,1004.16808,1.0869125425309798,1003.71,1003.0453,1005.9767,0.001082401008535324,0.0
S-C,new_task_arrival,0.5,1,global_replan,10,1000,1009,171.666637166281,171.666637166281,0.0,171.666637166281,171.666637166281,171.666637166281,0.0,1007.66818,1.8497981630437337,1006.9376,1005.0316,1011.5427,0.0018357215199985115,0.0
S-C,new_task_arrival,0.5,2,dynamic_ails,10,1000,1009,207.450077416841,207.450077416841,0.0,207.450077416841,207.450077416841,207.450077416841,0.0,1003.8076100000001,1.2755141032802024,1003.72235,1002.3681,1005.7716,0.0012706758651493011,0.0
S-C,new_task_arrival,0.5,2,global_replan,10,1000,1009,207.450077416841,207.450077416841,0.0,207.450077416841,207.450077416841,207.450077416841,0.0,1007.54877,1.260045270835765,1007.66455,1005.8198,1009.838,0.0012506047432679264,0.0
S-C,service_location_invalidation,0.5,0,dynamic_ails,10,1000,1009,177.882144564637,177.882144564637,0.0,177.882144564637,177.882144564637,177.882144564637,0.0,1003.8314899999999,1.0642312493584842,1003.71675,1002.6519,1006.1989,0.0010601692215876635,0.0
S-C,service_location_invalidation,0.5,0,global_replan,10,1000,1009,177.882144564637,177.882144564637,0.0,177.882144564637,177.882144564637,177.882144564637,0.0,1006.4585800000001,1.238712374291244,1006.40095,1005.0172,1009.2566,0.001230763390472804,0.0
S-C,service_location_invalidation,0.5,1,dynamic_ails,10,1000,1009,176.119944269369,176.119944269369,0.0,176.119944269369,176.119944269369,176.119944269369,0.0,1003.5488600000001,1.2031153627146547,1003.11235,1002.4721,1005.6739,0.0011988607736694102,0.0
S-C,service_location_invalidation,0.5,1,global_replan,10,1000,1009,176.119944269369,176.119944269369,0.0,176.119944269369,176.119944269369,176.119944269369,0.0,1005.65301,1.2043535568465267,1005.63415,1004.0295,1007.5429,0.0011975836047530219,0.0
S-C,service_location_invalidation,0.5,2,dynamic_ails,10,1000,1009,177.882144564637,177.882144564637,0.0,177.882144564637,177.882144564637,177.882144564637,0.0,1003.3184100000001,1.5909467617672768,1002.56645,1002.099,1006.769,0.0015856848094387868,0.0
S-C,service_location_invalidation,0.5,2,global_replan,10,1000,1009,177.882144564637,177.882144564637,0.0,177.882144564637,177.882144564637,177.882144564637,0.0,1005.8277599999999,1.3497325152290873,1005.52675,1004.453,1009.227,0.001341912173142932,0.0
S-U,new_task_arrival,0.5,0,dynamic_ails,10,1000,1009,227.637468372446,224.49756965115904,0.0,224.497569651159,224.497569651159,224.497569651159,0.0,1003.74354,1.1933992814179595,1003.7301,1002.3414,1006.1775,0.0011889484055040188,1.3793417857510395
S-U,new_task_arrival,0.5,0,global_replan,10,1000,1009,227.637468372446,224.49756965115904,0.0,224.497569651159,224.497569651159,224.497569651159,0.0,1007.8100099999999,1.2629445703064919,1008.14895,1005.7191,1009.1655,0.00125315739849269,1.3793417857510395
S-U,new_task_arrival,0.5,1,dynamic_ails,10,1000,1009,227.637468372446,227.637468372446,0.0,227.637468372446,227.637468372446,227.637468372446,0.0,1004.97122,1.1650085291056314,1005.25945,1002.2354,1006.3803,0.0011592456638764555,0.0
S-U,new_task_arrival,0.5,1,global_replan,10,1000,1009,227.637468372446,227.637468372446,0.0,227.637468372446,227.637468372446,227.637468372446,0.0,1007.1006299999999,1.2860394507945618,1006.56695,1006.0119,1010.1845,0.0012769721440791491,0.0
S-U,new_task_arrival,0.5,2,dynamic_ails,10,1000,1009,227.637468372446,227.637468372446,0.0,227.637468372446,227.637468372446,227.637468372446,0.0,1003.9312299999999,0.9705823006491264,1003.637,1002.6549,1006.2621,0.0009667816595855141,0.0
S-U,new_task_arrival,0.5,2,global_replan,10,1000,1009,227.637468372446,227.637468372446,0.0,227.637468372446,227.637468372446,227.637468372446,0.0,1007.2856100000001,0.9655396435269942,1007.18935,1005.6514,1009.1602,0.0009585559785044423,0.0
S-U,service_location_invalidation,0.5,0,dynamic_ails,10,1000,1009,178.859085857898,178.859085857898,0.0,178.859085857898,178.859085857898,178.859085857898,0.0,1003.26543,0.8706883190901298,1003.1101000000001,1001.9356,1004.3812,0.0008678544012925172,0.0
S-U,service_location_invalidation,0.5,0,global_replan,10,1000,1009,178.859085857898,178.859085857898,0.0,178.859085857898,178.859085857898,178.859085857898,0.0,1005.39267,0.9370797263010432,1005.1727,1004.363,1007.6214,0.0009320534695175798,0.0
S-U,service_location_invalidation,0.5,1,dynamic_ails,10,1000,1009,174.035946331776,174.035946331776,0.0,174.035946331776,174.035946331776,174.035946331776,0.0,1003.22835,0.8376028537174257,1003.2618,1001.8175,1004.5167,0.000834907480153871,0.0
S-U,service_location_invalidation,0.5,1,global_replan,10,1000,1009,174.035946331776,174.035946331776,0.0,174.035946331776,174.035946331776,174.035946331776,0.0,1004.61551,1.0186408269519387,1004.1511,1003.5948,1006.7218,0.0010139608803689869,0.0
S-U,service_location_invalidation,0.5,2,dynamic_ails,10,1000,1009,174.035946331776,174.035946331776,0.0,174.035946331776,174.035946331776,174.035946331776,0.0,1003.16016,0.7589277365687249,1003.0186,1002.2507,1004.9153,0.0007565369587332146,0.0
S-U,service_location_invalidation,0.5,2,global_replan,10,1000,1009,174.035946331776,174.035946331776,0.0,174.035946331776,174.035946331776,174.035946331776,0.0,1004.9429899999999,0.6396567854890828,1005.00505,1003.7747,1005.7835,0.0006365105203520877,0.0
